,Year,Transmission,Owner_Type,Engine (CC),Power (bhp),Price
601,2018.0,0,0,1798.0,138.03,20.0
602,2010.0,1,0,796.0,35,1.45
603,2018.0,0,0,2143.0,170,48.5
604,2016.0,0,0,1498.0,108.5,9.45
605,2015.0,1,0,2179.0,140,12.5
606,2014.0,1,0,1461.0,83.8,6.9
607,2012.0,1,2,1582.0,126.32,5.8
608,2016.0,0,0,2993.0,258,44.56
609,2015.0,1,2,2179.0,120,8.5
610,2017.0,1,0,1582.0,126.2,10.7
611,2009.0,0,2,2967.0,241.4,12.0
612,2000.0,1,0,1150.0,76,2.44
613,2000.0,1,0,2523.0,63,1.95
614,2014.0,1,0,1197.0,82,4.35
615,2017.0,1,0,2393.0,147.8,17.5
616,2015.0,1,0,814.0,55.2,2.9
617,2013.0,1,0,1199.0,73.9,2.9
618,2016.0,1,0,1248.0,88.5,8.9
619,2013.0,0,0,1995.0,184,16.75
620,2016.0,1,0,814.0,55.2,3.95
621,2009.0,1,0,1497.0,118,2.1
622,2011.0,1,2,2354.0,177.6,4.29
623,2009.0,1,0,2498.0,112,3.85
624,2009.0,0,2,1995.0,170,9.0
625,2013.0,1,2,1497.0,116.3,4.5
626,2016.0,1,0,2179.0,140,12.46
627,2014.0,1,0,1396.0,88.76,4.65
628,2014.0,1,0,2982.0,168.5,20.5
629,2006.0,1,0,2523.0,63,2.9
630,2007.0,1,0,1298.0,85,1.45
631,2002.0,1,3,1086.0,113.98,0.65
632,2016.0,0,0,1496.0,113.98,29.5
633,2015.0,0,0,1968.0,174.33,25.0
634,2013.0,1,0,1197.0,80,3.5
635,2017.0,1,0,2179.0,154,11.25
636,2017.0,1,0,1498.0,98.6,10.79
637,2013.0,1,0,1968.0,138.03,5.9
638,2017.0,1,0,1197.0,81.86,5.12
639,2017.0,1,0,1197.0,81.8,5.7
640,2016.0,0,0,1995.0,190,35.84
641,2007.0,1,0,1299.0,70,1.25
642,2013.0,1,0,1197.0,78.9,2.65
643,2016.0,1,0,1582.0,126.3,9.19
644,2014.0,0,0,1995.0,181,23.5
645,2011.0,0,0,1796.0,185,12.5
646,2010.0,1,2,1199.0,79.4,1.5
647,2004.0,1,0,1086.0,140,0.8
648,2009.0,1,2,1405.0,140,0.75
649,2012.0,1,0,2179.0,140,8.1
650,2017.0,1,0,1248.0,88.5,9.75
651,2017.0,0,0,2143.0,201.15,37.93
652,2005.0,0,3,1497.0,78,1.96
653,2015.0,0,0,2982.0,169,20.5
654,2011.0,1,0,998.0,67.1,2.75
655,2017.0,0,0,1999.0,237.4,75.0
656,2009.0,1,0,1396.0,90,2.8
657,2017.0,0,0,1497.0,117.3,9.25
658,2007.0,1,0,1794.0,125,3.0
659,2014.0,0,0,1968.0,174.33,23.89
660,2014.0,1,0,2494.0,100.6,12.75
661,2013.0,1,0,1120.0,70,4.15
662,2013.0,0,0,1598.0,105,4.65
663,2012.0,1,0,2494.0,102,8.9
664,2008.0,1,2,1493.0,110,1.5
665,2015.0,1,2,1248.0,73.94,3.27
666,2008.0,0,2,2967.0,241.4,18.0
667,2016.0,1,0,1197.0,81.83,6.3
668,2017.0,1,0,1248.0,88.5,11.31
669,2014.0,1,0,1497.0,117.3,6.16
670,2014.0,1,0,1373.0,91.1,6.0
671,2013.0,0,0,1498.0,99.6,5.43
672,2012.0,1,0,1199.0,73.9,4.65
673,2015.0,1,0,1248.0,88.8,7.5
674,2015.0,1,0,1248.0,74,6.25
675,2007.0,0,0,2143.0,170,9.25
676,2013.0,1,0,1198.0,86.8,3.15
677,2008.0,1,0,1086.0,66.7,2.3
678,2012.0,1,0,1582.0,126.32,5.25
679,2017.0,1,0,1248.0,88.5,7.4
680,2006.0,1,2,1299.0,70,1.55
681,2017.0,1,2,1199.0,74,6.0
682,2016.0,1,0,1199.0,88.7,5.9
683,2013.0,1,2,1498.0,98.6,4.7
684,2015.0,1,0,1396.0,88.73,6.5
685,2012.0,1,0,1248.0,73.9,3.55
686,2014.0,1,0,1497.0,116.3,7.1
687,2010.0,1,0,1798.0,160,6.0
688,2017.0,1,0,1248.0,88.5,7.99
689,2009.0,1,2,1197.0,80,4.1
690,2017.0,0,0,998.0,67.1,3.95
691,2016.0,1,0,814.0,55.2,4.38
692,2011.0,1,0,1197.0,78.9,2.75
693,2016.0,0,0,3498.0,306,55.54
694,2014.0,0,0,1968.0,187.74,29.0
695,2013.0,1,0,1498.0,98.59,6.6
696,2012.0,0,0,1968.0,140,6.99
697,2017.0,1,0,2393.0,147.8,18.75
698,2010.0,1,3,1399.0,68,1.28
699,2006.0,1,3,1399.0,92.7,1.2
700,2013.0,1,0,1197.0,85.8,4.31
701,2011.0,0,0,2179.0,147.51,16.5
702,2017.0,1,0,1197.0,82,5.64
703,2017.0,0,0,3198.0,197.2,31.12
704,2013.0,0,0,1968.0,167.6,25.46
705,2017.0,1,0,1591.0,121.3,7.88
706,2017.0,0,0,2143.0,204,36.0
707,2014.0,0,0,2987.0,165,30.0
708,2008.0,1,2,1298.0,85.8,2.85
709,2011.0,1,0,1343.0,90,3.5
710,2014.0,1,0,1461.0,83.8,7.5
711,2012.0,0,0,2143.0,170,19.0
712,2015.0,0,0,2993.0,258,54.0
713,2015.0,1,0,1197.0,82,4.7
714,2017.0,0,0,1197.0,81.8,8.5
715,2013.0,0,0,1995.0,181,17.0
716,2017.0,1,0,796.0,47.3,3.51
717,2013.0,0,2,1968.0,174.33,19.5
718,2012.0,0,2,1598.0,181,17.0
719,2015.0,0,2,2967.0,241.4,43.35
720,2012.0,1,0,936.0,57.6,2.65
721,2015.0,1,0,998.0,67.04,3.52
722,2016.0,1,0,1461.0,108.5,6.25
723,2015.0,0,0,1995.0,184,24.75
724,2015.0,1,0,1197.0,83.14,5.25
725,2016.0,1,0,1968.0,108.5,11.0
726,2018.0,0,0,1499.0,110.4,9.1
727,2010.0,1,0,1197.0,80,3.25
728,2017.0,1,0,1248.0,88.5,8.5
729,2010.0,1,0,1599.0,103.2,3.1
730,2015.0,0,0,1995.0,184,19.86
731,2017.0,1,0,1186.0,73.97,4.9
732,2014.0,1,2,1497.0,117.3,5.7
733,2006.0,1,3,1248.0,74,1.75
734,2012.0,1,0,1248.0,74,2.9
735,2018.0,1,0,1248.0,74,7.83
736,2015.0,1,0,2179.0,138.1,8.15
737,2008.0,1,2,1495.0,94,2.0
738,2016.0,1,0,1248.0,74,6.25
739,2007.0,1,2,1248.0,37.48,3.4
740,2016.0,0,0,624.0,37.48,3.19
741,2017.0,1,0,1248.0,88.5,7.75
742,2014.0,0,2,998.0,67.04,3.2
743,2015.0,1,0,1248.0,74,4.9
744,2012.0,1,0,1598.0,103.6,3.8
745,2009.0,0,0,1896.0,105,4.0
746,2014.0,0,2,1496.0,113.98,23.5
747,2008.0,1,0,1396.0,53.5,1.15
748,2007.0,1,0,1086.0,117.3,2.2
749,2008.0,0,2,2179.0,117.3,26.5
750,2015.0,0,0,2179.0,117.3,10.65
751,2016.0,0,0,2179.0,187.7,35.68
752,2017.0,0,0,2143.0,204,31.94
753,2011.0,1,3,1991.0,147.9,4.2
754,2015.0,1,0,2179.0,140,9.9
755,2014.0,0,0,1796.0,186,15.46
756,2018.0,1,0,1199.0,88.7,8.46
757,2013.0,1,0,1496.0,88.73,3.25
758,2012.0,1,0,796.0,46.3,2.6
759,2016.0,1,0,1197.0,81.8,5.2
760,2009.0,1,3,998.0,66.1,1.8
761,2011.0,1,0,624.0,37.48,1.6
762,2015.0,1,0,1498.0,99,2.5
763,2011.0,1,0,1368.0,90,2.5
764,2017.0,1,0,1196.0,86.8,6.7
765,2005.0,1,0,1590.0,94,1.2
766,2016.0,0,0,1995.0,184,35.55
767,2017.0,1,0,1998.0,163.7,7.75
768,2005.0,1,0,2609.0,116.6,1.94
769,2016.0,1,0,1396.0,69,2.2
770,2011.0,0,0,1991.0,147.9,3.8
771,2016.0,1,0,2494.0,102,15.65
772,2018.0,0,0,2143.0,167.62,39.47
773,2011.0,1,2,1197.0,85.8,1.5
774,2013.0,1,0,2494.0,102,8.85
775,2013.0,1,2,2982.0,168.5,17.9
776,2014.0,0,2,1197.0,78.9,5.08
777,2012.0,1,0,1582.0,126.32,6.25
778,2015.0,0,0,1199.0,174.33,22.75
779,2010.0,1,0,1199.0,79.4,1.46
780,2007.0,1,2,1399.0,68,2.05
781,2014.0,1,0,1399.0,68,4.08
782,2014.0,0,0,998.0,67.04,4.55
783,2013.0,0,0,2143.0,107.3,14.0
784,2016.0,1,0,1591.0,121.3,10.9
785,2010.0,1,0,998.0,67.1,2.45
786,2013.0,0,0,2148.0,170,15.8
787,2017.0,1,0,1499.0,110.4,8.25
788,2013.0,0,2,1995.0,148,8.5
789,2016.0,1,0,2179.0,140,15.54
790,2013.0,1,0,796.0,34.2,2.35
791,2015.0,1,0,998.0,67.04,4.32
792,2008.0,1,2,2499.0,141,3.9
793,2011.0,1,2,1582.0,126.32,5.2
794,2018.0,1,0,1197.0,81.83,5.85
795,2019.0,1,2,1373.0,93.7,6.25
796,2019.0,0,0,2179.0,155,17.63
797,2017.0,1,0,1248.0,88.5,9.75
798,2015.0,0,0,3498.0,306,55.0
799,2011.0,1,0,1199.0,73.9,4.1
800,2011.0,1,0,2982.0,168.5,11.99
801,2017.0,1,0,2179.0,140,13.54
802,2016.0,0,0,2143.0,201.15,56.0
803,2016.0,1,0,1199.0,88.7,6.5
804,2013.0,1,0,1248.0,74,4.75
805,2014.0,1,0,1591.0,121.3,5.6
806,2017.0,0,0,3198.0,197,29.2
807,2018.0,1,0,1197.0,81.83,6.35
808,2013.0,1,0,1497.0,116.3,4.95
809,2018.0,1,0,1498.0,98.6,8.5
810,2013.0,1,0,1591.0,121.3,4.5
811,2015.0,1,0,1498.0,98.6,5.5
812,2013.0,1,0,1248.0,88.8,6.56
813,2014.0,1,0,998.0,67.1,2.3
814,2004.0,1,2,2446.0,75,3.5
815,2016.0,1,0,1197.0,78.9,4.55
816,2009.0,0,2,1896.0,105,7.75
817,2015.0,1,2,1197.0,81.83,5.25
818,2013.0,0,0,2993.0,235,23.29
819,2016.0,0,0,1995.0,190,23.99
820,2010.0,1,0,1399.0,92.7,1.79
821,2011.0,0,2,2143.0,203,13.9
822,2013.0,0,0,998.0,174.33,18.95
823,2014.0,1,0,998.0,67.04,2.49
824,2016.0,1,0,799.0,53.3,3.15
825,2017.0,1,0,1498.0,108.62,6.45
826,2013.0,1,0,1199.0,73.9,4.25
827,2014.0,1,0,796.0,47.3,2.75
828,2017.0,1,0,1197.0,81.83,7.14
829,2012.0,1,0,1197.0,80,2.44
830,2012.0,1,3,1197.0,80,3.5
831,2017.0,1,0,1396.0,88.73,7.3
832,2014.0,1,0,998.0,67.04,2.75
833,2017.0,1,2,1396.0,88.73,8.2
834,2015.0,0,0,1197.0,103.6,6.51
835,2015.0,1,0,1399.0,68.05,4.25
836,2014.0,1,2,1197.0,85.8,6.21
837,2016.0,1,0,1120.0,70,4.58
838,2016.0,1,0,2179.0,118.3,7.5
839,2012.0,1,0,796.0,38.4,2.1
840,2014.0,1,0,1086.0,68.05,4.09
841,2014.0,0,0,1968.0,141,10.75
842,2014.0,0,0,2993.0,258,41.5
843,2014.0,0,0,998.0,67.04,4.4
844,2013.0,1,2,1598.0,103.6,6.25
845,2011.0,0,0,1995.0,181,10.5
846,2014.0,1,0,1248.0,68.05,7.25
847,2013.0,1,0,1399.0,68.05,3.2
848,2014.0,1,0,1198.0,74,3.95
849,2009.0,0,2,2967.0,241.38,12.07
850,2017.0,1,0,2393.0,147.8,18.6
851,2013.0,0,0,1582.0,126.3,5.7
852,2013.0,1,0,1086.0,62.1,1.75
853,2011.0,0,2,1968.0,147.51,10.99
854,2012.0,0,0,1968.0,147.51,14.5
855,2009.0,1,0,1896.0,105,3.11
856,2015.0,0,0,1997.0,153.86,13.96
857,2015.0,1,0,1582.0,126.32,7.11
858,2014.0,1,0,1498.0,98.6,6.9
859,2018.0,1,0,1197.0,81.83,7.77
860,2011.0,1,2,2494.0,102,5.5
861,2014.0,1,0,1197.0,81.83,5.35
862,2011.0,1,2,2523.0,63,4.5
863,2014.0,1,0,1498.0,103.2,4.75
864,2015.0,0,0,2179.0,187.7,32.8
865,2005.0,1,0,993.0,60,0.7
866,2018.0,0,0,2987.0,258,50.29
867,2010.0,1,2,2982.0,171,10.99
868,2015.0,0,0,1197.0,82,5.57
869,2018.0,1,0,1186.0,73.97,5.9
870,2016.0,1,0,1591.0,121.3,9.43
871,2010.0,1,0,1197.0,78.9,2.9
872,2016.0,1,0,1198.0,86.8,3.68
873,2015.0,0,0,2982.0,168.5,21.67
874,2011.0,0,0,1968.0,140,12.5
875,2018.0,0,0,2755.0,171.5,19.92
876,2014.0,1,0,1498.0,98.6,6.75
877,2015.0,1,0,1498.0,98.6,6.96
878,2017.0,1,0,999.0,67,3.25
879,2018.0,1,0,1248.0,74,8.65
880,2017.0,0,0,998.0,67.04,5.0
881,2011.0,1,0,2179.0,140,5.5
882,2010.0,1,2,1197.0,78.9,2.6
883,2014.0,1,0,1086.0,68.05,3.41
884,2011.0,1,0,1197.0,81.8,2.7
885,2008.0,0,1,1995.0,163.5,5.5
886,2012.0,0,0,1984.0,226.6,35.0
887,2011.0,0,2,1991.0,184,9.75
888,2013.0,1,0,1461.0,84.8,4.25
889,2015.0,1,0,998.0,67.1,3.2
890,2014.0,1,0,1248.0,74,6.85
891,2015.0,1,0,1498.0,98.6,4.5
892,2012.0,1,0,1248.0,74,3.55
893,2010.0,1,2,1495.0,93.7,1.9
894,2008.0,1,0,2609.0,120,3.6
895,2015.0,0,0,2143.0,201.1,21.8
896,2012.0,1,2,2982.0,168.5,13.5
897,2016.0,1,0,799.0,53.64,2.66
898,2010.0,1,2,1497.0,116.3,3.75
899,2018.0,0,0,2494.0,158.2,32.0
900,2016.0,1,0,1498.0,98.6,8.07
901,2012.0,1,0,1968.0,138.1,5.64
902,2013.0,0,0,1968.0,174.33,23.99
903,2016.0,1,0,1248.0,88.76,7.5
904,2016.0,0,0,2143.0,167.62,27.0
905,2008.0,1,2,1248.0,73.9,2.85
906,2012.0,1,0,1461.0,108.45,6.35
907,2010.0,1,0,1248.0,73.9,3.3
908,2013.0,1,0,1197.0,85.8,5.0
909,2014.0,1,0,1248.0,74,6.46
910,2017.0,1,0,814.0,55.2,3.75
911,2003.0,1,3,993.0,60,1.52
912,2012.0,1,0,1196.0,73,3.61
913,2017.0,0,0,1968.0,174.3,43.74
914,2014.0,0,0,1968.0,174.33,20.0
915,2008.0,0,2,799.0,73.9,3.0
916,2010.0,1,0,1248.0,73.9,3.65
917,2013.0,1,0,1978.0,83.1,5.25
918,2016.0,0,0,2993.0,258,58.0
919,2015.0,0,0,1497.0,117.3,8.65
920,2015.0,1,0,1396.0,69.01,2.5
921,2014.0,0,0,1197.0,103.6,7.75
922,2015.0,1,0,998.0,67.04,4.15
923,2011.0,1,0,2982.0,171,10.85
924,2010.0,0,2,2360.0,170,5.53
925,2014.0,0,0,1896.0,105,11.5
926,2010.0,1,0,3436.0,126.2,40.0
927,2015.0,1,0,1582.0,126.2,9.25
928,2011.0,1,0,1198.0,75,2.29
929,2015.0,1,0,1498.0,98.59,7.0
930,2007.0,1,2,1061.0,64,1.65
931,2017.0,1,0,1373.0,91.1,8.25
932,2011.0,0,0,1991.0,181.03,9.14
933,2016.0,1,0,1198.0,86.7,6.5
934,2012.0,1,0,1364.0,58.2,2.95
935,2015.0,1,0,1461.0,58.2,5.75
936,2012.0,1,0,998.0,58.2,2.85
937,2011.0,1,2,1198.0,73.9,2.1
938,2017.0,1,0,1582.0,126.2,13.55
939,2012.0,0,0,2993.0,270.9,20.5
940,2017.0,1,0,1956.0,170,20.0
941,2018.0,0,0,1999.0,177,59.72
942,2016.0,1,0,1248.0,74,6.5
943,2016.0,1,0,1248.0,88.5,7.5
944,2007.0,1,2,1586.0,104.68,2.15
945,2015.0,1,0,1582.0,126.24,8.44
946,2013.0,1,0,2477.0,175.56,12.49
947,2017.0,1,0,1198.0,73.75,5.48
948,2013.0,1,0,1197.0,85.8,4.2
949,2013.0,1,0,1493.0,110,7.2
950,2014.0,1,0,1248.0,74,4.8
951,2017.0,1,0,1198.0,77,5.83
952,2018.0,1,0,2393.0,147.8,18.39
953,2016.0,1,0,1197.0,83.1,5.85
954,2016.0,1,0,1498.0,98.6,6.21
955,2013.0,1,0,1197.0,80,3.65
956,2012.0,1,0,1396.0,90,3.7
957,2015.0,0,0,2143.0,167.62,30.0
958,2016.0,1,0,1197.0,82,4.85
959,2017.0,1,0,796.0,82,6.93
960,2016.0,1,0,796.0,47.3,2.6
961,2014.0,1,0,1199.0,82.5,1.89
962,2018.0,0,0,1950.0,194,39.5
963,2012.0,0,0,1798.0,157.75,10.0
964,2009.0,0,0,1968.0,147.51,9.95
965,2014.0,1,2,2494.0,102,9.45
966,2017.0,0,0,2143.0,136,28.25
967,2008.0,1,2,1086.0,68.05,1.8
968,2008.0,1,2,1298.0,85.8,1.4
969,2015.0,0,0,1498.0,103.52,7.25
970,2012.0,1,0,1248.0,73.9,3.6
971,2004.0,1,2,1599.0,94,1.2
972,2014.0,1,2,1198.0,86.7,4.94
973,2007.0,1,2,998.0,67.1,1.25
974,2013.0,1,2,1199.0,73.9,4.8
975,2019.0,0,0,2198.0,158,31.15
976,2011.0,1,2,1197.0,80,3.3
977,2012.0,1,0,936.0,57.6,2.4
978,2010.0,1,0,1799.0,130.2,2.0
979,2014.0,1,0,998.0,67.04,3.1
980,2014.0,1,0,1598.0,103.6,5.09
981,2006.0,1,2,1590.0,94,1.05
982,2015.0,1,2,1498.0,98.59,7.0
983,2010.0,1,2,1495.0,94,2.5
984,2012.0,0,0,1995.0,190,17.5
985,2011.0,1,0,998.0,67.1,2.1
986,2013.0,0,0,1968.0,174.33,17.75
987,2008.0,1,0,1061.0,57.5,1.45
988,2005.0,0,2,1794.0,125,2.45
989,2011.0,0,0,2400.0,215,13.8
990,2016.0,1,0,1498.0,98.6,5.85
991,2017.0,1,0,1248.0,88.5,8.9
992,2016.0,1,0,1197.0,81.8,5.15
993,2015.0,0,0,2143.0,170,16.56
994,2010.0,1,2,1061.0,67,1.65
995,2015.0,0,0,1595.0,120.7,16.0
996,2008.0,1,0,1086.0,62,1.45
997,2017.0,0,0,1248.0,74,8.08
998,2014.0,0,0,1197.0,82,4.5
999,2013.0,1,2,1498.0,97.7,4.3
1000,2010.0,1,0,998.0,66.1,2.6
1001,2018.0,1,0,799.0,53.3,4.45
1002,2012.0,0,0,1591.0,121.4,5.37
1003,2008.0,1,2,1061.0,67,1.75
1004,2013.0,0,0,1995.0,184,16.5
1005,2013.0,0,0,1995.0,177,19.0
1006,2016.0,1,0,1396.0,69.01,2.8
1007,2015.0,1,0,1396.0,88.73,6.2
1008,2019.0,1,0,796.0,34.2,3.8
1009,2014.0,1,0,1248.0,74,6.1
1010,2019.0,1,0,1498.0,98.96,11.65
1011,2014.0,0,0,1198.0,86.8,4.15
1012,2017.0,1,0,2393.0,147.8,16.5
1013,2008.0,1,2,2179.0,120,4.3
1014,2010.0,1,0,1197.0,80,2.25
1015,2014.0,1,0,1582.0,126.32,6.75
1016,2014.0,1,0,2179.0,140,9.4
1017,2014.0,1,0,1498.0,108.5,5.39
1018,2019.0,1,0,1248.0,74,8.51
1019,2010.0,1,0,1368.0,88.8,1.85
1020,2012.0,1,2,1248.0,74,2.5
1021,2013.0,1,0,1199.0,73.9,4.75
1022,2009.0,1,2,1497.0,118,3.5
1023,2014.0,1,0,1396.0,90,5.5
1024,2012.0,1,0,1497.0,118,6.33
1025,2014.0,1,0,936.0,57.6,2.47
1026,2014.0,1,0,995.0,62.1,3.3
1027,2011.0,1,2,2179.0,138.1,3.5
1028,2014.0,0,0,2987.0,254.8,38.75
1029,2008.0,0,0,2993.0,235,7.99
1030,2013.0,1,0,2755.0,174.5,13.28
1031,2012.0,0,0,1995.0,150,9.5
1032,2016.0,1,0,1461.0,108.45,14.01
1033,2016.0,0,0,1120.0,71,6.99
1034,2010.0,0,2,1995.0,170,11.0
1035,2008.0,0,2,2497.0,215,11.0
1036,2010.0,1,2,1198.0,75,2.3
1037,2014.0,0,0,2179.0,187.7,26.5
1038,2011.0,0,0,4367.0,308,67.0
1039,2017.0,0,0,1368.0,160,17.75
1040,2010.0,0,2,2354.0,152,4.8
1041,2013.0,1,0,1197.0,85.8,4.57
1042,2016.0,1,0,1120.0,71,3.5
1043,2015.0,1,0,1461.0,108.5,7.61
1044,2015.0,0,0,1968.0,187.74,25.0
1045,2016.0,1,0,1197.0,82,5.88
1046,2015.0,1,0,2494.0,100.6,13.5
1047,2015.0,1,0,1197.0,80,4.6
1048,2013.0,1,0,1498.0,98.59,4.9
1049,2012.0,1,0,1497.0,118,5.25
1050,2018.0,0,0,1497.0,121.36,12.41
1051,2014.0,1,0,1199.0,73.9,3.8
1052,2010.0,0,0,2143.0,170,8.95
1053,2013.0,1,0,1498.0,89.84,7.2
1054,2017.0,1,0,1396.0,65,4.5
1055,2014.0,1,0,1248.0,74,4.15
1056,2016.0,1,0,1248.0,88.5,7.94
1057,2014.0,1,0,1461.0,108.45,7.25
1058,2016.0,1,0,998.0,67.1,3.7
1059,2010.0,1,0,1086.0,62,2.45
1060,2011.0,1,3,936.0,57.6,1.5
1061,2017.0,1,0,1997.0,140,12.0
1062,2012.0,1,2,1086.0,68.05,2.2
1063,2007.0,1,0,2179.0,138,3.6
1064,2009.0,1,0,1197.0,78.9,1.92
1065,2016.0,0,0,2755.0,171.5,20.5
1066,2013.0,1,0,1896.0,106,4.25
1067,2013.0,1,2,1197.0,82,3.2
1068,2012.0,1,2,1364.0,74,2.6
1069,2014.0,1,0,1248.0,74,3.85
1070,2010.0,1,0,1396.0,90,3.48
1071,2017.0,1,2,1498.0,99,4.55
1072,2016.0,1,0,1248.0,88.5,7.0
1073,2013.0,1,0,1248.0,88.8,5.75
1074,2016.0,0,0,1497.0,116.3,8.73
1075,2009.0,1,0,796.0,46.3,1.7
1076,2016.0,0,0,3198.0,197,29.5
1077,2019.0,1,0,1248.0,88.5,10.49
1078,2015.0,0,0,2706.0,265,64.0
1079,2016.0,1,0,1248.0,74,7.55
1080,2014.0,1,0,1193.0,88.7,3.95
1081,2010.0,1,1,1197.0,80,3.25
1082,2009.0,1,0,1422.0,70,2.75
1083,2015.0,1,0,1364.0,87.2,7.35
1084,2017.0,1,0,1198.0,73.75,4.7
1085,2016.0,1,2,1591.0,121.3,8.77
1086,2013.0,1,0,1197.0,78.9,3.42
1087,2015.0,1,0,1199.0,270.9,2.5
1088,2012.0,0,0,2993.0,270.9,20.0
1089,2014.0,1,0,1598.0,102.5,5.25
1090,2013.0,0,2,1968.0,174.33,14.5
1091,2011.0,0,0,1197.0,78.9,3.45
1092,2015.0,0,0,998.0,67.1,3.3
1093,2014.0,0,0,4134.0,335.2,51.0
1094,2017.0,1,0,1248.0,88.5,6.5
1095,2013.0,1,0,814.0,55.2,3.65
1096,2012.0,1,0,1497.0,115,7.25
1097,2014.0,1,0,1582.0,126.2,6.01
1098,2015.0,1,0,998.0,67.1,2.8
1099,2012.0,1,0,1197.0,80,4.0
1100,2014.0,1,0,1497.0,117.3,5.95
1101,2011.0,1,2,2494.0,102,9.2
1102,2012.0,1,0,1493.0,110,5.35
1103,2017.0,1,0,2179.0,153.86,12.0
1104,2015.0,0,2,2967.0,241.4,38.94
1105,2008.0,1,2,998.0,67.1,2.69
1106,2013.0,1,2,1995.0,218,27.5
1107,2014.0,1,0,1198.0,86.7,2.75
1108,2016.0,1,0,796.0,47.3,2.8
1109,2016.0,1,0,1591.0,121.3,6.45
1110,2018.0,1,0,1199.0,84,5.88
1111,2013.0,1,0,1197.0,85.8,4.65
1112,2014.0,1,0,814.0,55.2,2.5
1113,2018.0,0,0,1950.0,191.34,51.35
1114,2016.0,1,0,1396.0,88.73,6.85
1115,2012.0,1,0,1364.0,67.05,5.25
1116,2014.0,1,0,1364.0,87.2,9.23
1117,2014.0,0,0,1496.0,113.98,22.0
1118,2014.0,1,0,1498.0,88.8,5.19
1119,2009.0,0,0,1798.0,157.75,4.35
1120,2013.0,0,0,2148.0,170,24.5
1121,2015.0,1,0,1248.0,75,5.75
1122,2016.0,0,0,2979.0,321,9.19
1123,2008.0,0,2,2979.0,321,10.75
1124,2009.0,0,0,1197.0,80,2.99
1125,2014.0,1,0,1248.0,74,3.89
1126,2018.0,1,0,1498.0,98.6,11.73
1127,2016.0,1,0,796.0,35,3.11
1128,2014.0,1,2,1968.0,138.1,14.45
1129,2018.0,1,0,1248.0,88.5,8.7
1130,2016.0,1,0,1120.0,70,5.04
1131,2017.0,1,0,1248.0,88.5,8.5
1132,2014.0,0,0,2143.0,170,15.65
1133,2015.0,1,0,1248.0,91.72,5.65
1134,2010.0,0,0,2497.0,204,16.5
1135,2011.0,1,0,998.0,67.1,2.0
1136,2012.0,1,0,1598.0,103.6,3.9
1137,2013.0,0,0,1995.0,184,14.5
1138,2015.0,0,0,2993.0,258,44.0
1139,2017.0,1,0,1197.0,81.86,5.0
1140,2016.0,0,0,2755.0,171.5,19.75
1141,2017.0,0,0,1461.0,108.45,11.44
1142,2011.0,1,0,1248.0,75,1.75
1143,2013.0,1,0,1248.0,185,5.6
1144,2016.0,1,0,1796.0,185,30.42
1145,2013.0,1,0,2179.0,140,9.57
1146,2016.0,1,0,2523.0,62.1,3.5
1147,2018.0,1,0,1248.0,88.5,10.46
1148,2014.0,1,0,1248.0,91.72,4.85
1149,2016.0,1,0,1199.0,88.76,5.68
1150,2015.0,0,0,1798.0,157.75,13.25
1151,2011.0,0,0,2993.0,270.9,16.0
1152,2013.0,1,0,998.0,67.1,3.0
1153,2007.0,1,0,1086.0,138.1,0.99
1154,2010.0,0,0,1798.0,138.1,5.0
1155,2016.0,1,0,1197.0,85,4.75
1156,2014.0,1,0,1197.0,74,5.35
1157,2017.0,1,3,1197.0,81.86,5.98
1158,2011.0,1,3,1248.0,88.8,3.5
1159,2018.0,1,0,1197.0,81.86,4.77
1160,2016.0,1,0,1197.0,83.1,5.45
1161,2018.0,0,0,1199.0,84,6.85
1162,2016.0,0,0,1248.0,74,7.3
1163,2007.0,1,0,1193.0,65.3,1.25
1164,2015.0,1,0,1598.0,118,8.25
1165,2008.0,1,0,1298.0,88.2,2.71
1166,2016.0,1,0,1197.0,82,3.6
1167,2010.0,1,0,1197.0,80,3.0
1168,2016.0,0,0,998.0,67.04,4.65
1169,2010.0,0,0,2143.0,170,9.5
1170,2011.0,1,0,1298.0,85.8,2.95
1171,2011.0,1,0,1598.0,103.6,3.0
1172,2015.0,1,0,1248.0,74,5.95
1173,2008.0,0,0,1798.0,138.1,4.0
1174,2008.0,1,0,1799.0,130,2.5
1175,2017.0,0,0,1499.0,110.4,11.37
1176,2010.0,1,2,1248.0,93,2.25
1177,2013.0,1,0,1086.0,68.05,3.1
1178,2014.0,0,0,2400.0,215,17.18
1179,2018.0,1,0,1197.0,81.83,6.5
1180,2014.0,1,0,1498.0,98.6,5.7
1181,2013.0,1,0,2494.0,100,8.0
1182,2016.0,1,0,799.0,53.3,2.6
1183,2009.0,1,0,998.0,66.1,2.45
1184,2014.0,0,0,1595.0,120.7,11.57
1185,2012.0,1,0,998.0,67.1,2.3
1186,2016.0,1,0,1248.0,74,5.9
1187,2015.0,0,0,1591.0,121.3,7.2
1188,2013.0,0,0,1582.0,126.2,5.9
1189,2014.0,1,2,1497.0,116.3,6.0
1190,2010.0,1,0,1086.0,66.7,1.95
1191,2016.0,1,0,1364.0,67.04,6.55
1192,2015.0,0,0,1969.0,190,25.0
1193,2012.0,1,0,1399.0,68.05,2.65
1194,2017.0,0,0,2987.0,265,69.5
1195,2012.0,0,0,796.0,190,14.0
